School,Program,Date_Added,Decision_Detail,Season,Status,GPA,GRE,Comment
University Of Toronto,Social Work 2 Year Program,"May 20, 2010",Accepted on 20 May,F10,,,,Accepted off the waitlist Yeahhhhhh!!!!!!!
University Of Toronto,Near And Middle Eastern Civilizations,"May 19, 2010",Accepted on 18 May,F10,International,,,the letter was dated 14th of May.no funding.2 years
University Of Toronto,Epidemiology And Public Health,"May 18, 2010",Accepted on 18 May,F10,,,,
"University Of Toronto, OISE",School/Clinical Child Psychology,"May 12, 2010",Rejected on 12 May,F10,International,,,Not surprised. Took them long enough though.
University Of Toronto,Epidemiology And Public Health,"May 06, 2010",Accepted on 25 Apr,F10,International,,,"Acceptance letter arrived by mail, May 5."
University Of Toronto,Architecture,"May 04, 2010",Rejected on 4 May,F10,International,,,Letter just came today. Very short and formal. For those of you who didn't get a letter -- perhaps you're on the waitlist.
University Of Toronto,Economics And Asian Pacific Studies Collaborative Program,"May 03, 2010",Rejected on 3 May,F10,International,,,"Said they received a more than anticipated number of applicants this year, and had to turn down many excellent ones."
University Of Toronto,Public Health - Health Promotion,"April 30, 2010",Rejected on 30 Apr,F10,International,,,sad times :(:(:(:(:(:(:(:(
University Of Toronto,Public Health,"April 29, 2010",Rejected on 29 Apr,F10,,3.70,,Only school I got rejected from.
University Of Toronto,Public Health - Health Promotion,"April 29, 2010",Accepted on 28 Apr,F10,International,,,
University Of Toronto,"Public Health, Health Promotion","April 28, 2010",Accepted on 28 Apr,F10,International,,,
University Of Toronto,Molecular Genetics,"April 28, 2010",Accepted on 26 Feb,F10,International,,,
University Of Toronto,Epidemiology And Public Health,"April 26, 2010",Accepted on 25 Apr,F10,International,,,
University Of Toronto,Political Science,"April 16, 2010",Accepted on 16 Apr,F10,,,,
University Of Toronto,Linguistics,"April 15, 2010",Accepted on 15 Apr,F10,International,,,"Accepted off wait-list, did my undergrad here as well."
University Of Toronto,Ethnomusicology,"April 12, 2010",Accepted on 2 Feb,F10,International,,,"$15,000 offer!"
University Of Toronto,"Public Health (Health Behavior, Health Promotion)","April 12, 2010",Accepted on 12 Apr,F10,International,,,"Received an e-mail from SGS and faculty head on April 9th saying I was accepted, with official letter to follow in mail"
University Of Toronto,Economics,"April 11, 2010",Accepted on 9 Apr,F10,International,,,
University Of Toronto,Social Work (MSW) 2-Year Program,"April 11, 2010",Accepted on 29 Mar,F10,,,,"To those who asked, my status on the SGS site has changed to ""Decision Made"".. for what it is worth, I am on the waitlist for my top choice at another school, and waiting to hear back before I will reject my offer at U of T..."
University Of Toronto,Social Work (MSW) 2-Year Program,"April 11, 2010",Accepted on 29 Mar,F10,,,,
University Of Toronto,Communication Disorders / Speech Pathology,"April 09, 2010",Wait listed on 8 Apr,F10,American,,,So I got waitlisted for DAL and UofT. What are my chances people
University Of Toronto,Computer Science,"April 09, 2010",Rejected on 8 Apr,F10,International,,,"From a prof, most decisions were already communicated. will receive a postal mail soon."
University Of Toronto,Master Of Social Work,"April 08, 2010",Wait listed on 1 Apr,F10,International,,,"They said they have a non-ranked waitlist, and asked if I wished to remain on the list. They wanted a response by the end of May, so I imagine more people will be waitlisted. Best of luck!"
University Of Toronto,Speech Language Pathology,"April 07, 2010",Rejected on 6 Apr,F10,International,,,"Second time applying, accepted into multiple schools, only denial letter was from U of T. They are just way too GPA-driven!!!"
University Of Toronto,"MSW Social Work, 2 Year Prgm","April 07, 2010",Wait listed on 7 Apr,F10,,,,"there are 75 on the waitlist, I'm wondering what my chances are?? haha sooo much waiting!"
Uninversity Of Toronto,Economics,"April 07, 2010",Accepted on 7 Apr,F10,American,,,TM
University Of Toronto,City Planning,"April 07, 2010",Rejected on 6 Apr,F10,International,,,
University Of Toronto,Speech Language Pathology,"April 07, 2010",Accepted on 1 Apr,F10,International,,,"To the person asking about the University of Toronto SLP waitlist: I've known many people applying in previous years to have stayed on the waitlist with no luck... If this is where you really want to go though, stick with it :)"
University Of Toronto,MSW Social Work,"April 06, 2010",Wait listed on 6 Apr,F10,International,,,
University Of Toronto,Speech-Language Pathology,"April 06, 2010",Rejected on 6 Apr,F10,International,,,
University Of Toronto,Communication Disorders / Speech-Language Pathology,"April 06, 2010",Rejected on 6 Apr,F10,International,,,
University Of Toronto,Communication Disorders / Speech-Language Pathology,"April 06, 2010",Wait listed on 6 Apr,F10,International,,,What is the waitlist like for U of T?
University Of Toronto,MSW Social Work,"April 05, 2010",Accepted on 31 Mar,F10,International,,,
University Of Toronto,City Planning,"April 03, 2010",Rejected on 1 Apr,F10,,,,
University Of Toronto,Architecture (M. Arch 1),"April 02, 2010",Accepted on 1 Apr,F10,American,,,Has anyone who received an acceptance to U of T received AP?
University Of Toronto,Architecture (M. Arch 1),"April 02, 2010",Accepted on 1 Apr,F10,International,,,"It took so long for me to get here and now I'm contemplating whether or not to decline. To the poster below, no, they don't go over the program at all during the reviews. It's just an opportunity for you to see the work completed by current grad students this year, and listen to them get grilled by the faculty of GSD alumni."
University Of Toronto,Master Of Architecture (M.Arch I),"April 02, 2010",Accepted on 2 Apr,F10,International,,,
University Of Toronto,MSW Social Work,"April 02, 2010",Accepted on 1 Apr,F10,,,,"My first acceptance - I thought for a second this was an April Fool's Joke! So excited as this was my first choice :) Email indicated that I should have received my acceptance package via post by now - I haven't, but I'm spending the year in the States, and things take forever to get here."
University Of Toronto,Architecture,"April 02, 2010",Accepted on 2 Apr,F10,International,,,Anyone wanna buy my Ice Cream Truck? I wont need it anymore!
University Of Toronto,Architecture,"April 02, 2010",Accepted on 2 Apr,F10,International,3.42,,
York University Of Toronto,Philosophy (MA),"April 02, 2010",Wait listed on 2 Apr,F10,International,,,
University Of Toronto,History,"April 02, 2010",Rejected on 2 Apr,F10,International,,,Bit of an ego killer but already accepted elsewhere with funding so I'm ok : )
University Of Toronto,Architecture (M. Arch 1),"April 01, 2010",Accepted on 1 Apr,F10,International,3.80,,Finally!! Almost gave up hope on this one..
University Of Toronto,Architecture (M. Arch 1),"April 01, 2010",Accepted on 1 Apr,F10,International,3.80,,Thought it was an April fools joke for a second... so happy!!!
University Of Toronto,Architecture (3 Years),"April 01, 2010",Accepted on 1 Apr,F10,International,,,anyone know what happens in M.arch Reviews on apr 12-14? Do they go over their program at all? Have to decide between UBC and U of T. Which one would you choose? i dunno
University Of Toronto,Architecture (M. Arch 1),"April 01, 2010",Accepted on 1 Apr,F10,International,,,that is really late!
University Of Toronto,Architecture,"April 01, 2010",Accepted on 1 Apr,F10,International,,,EXTREMELY EXCITED!
Uninversity Of Toronto,Social Work (MSW),"April 01, 2010",Wait listed on 1 Apr,F10,,,,does anyone how to find out what my chances are of getting accepted?
University Of Toronto,Social Work,"April 01, 2010",Wait listed on 1 Apr,F10,,,,
University Of Toronto,Architecture (M. Arch 1),"March 31, 2010",Accepted on 29 Mar,F10,International,,,got fellowship. we rock!
Uninversity Of Toronto,Geography,"March 30, 2010",Accepted on 30 Mar,F10,International,4.00,GRE 540 | GRE V 700 | GRE AW 5.00,"No word on funding but I know they guarantee 13,500 plus tuition... I'm excited!"
University Of Toronto,Architecture (2 Yr) M.Arch,"March 30, 2010",Accepted on 29 Mar,F10,,,,
University Of Toronto,Architecture (3 Years),"March 30, 2010",Accepted on 30 Mar,F10,International,,,with fellowship
University Of Toronto,Linguistics,"March 30, 2010",Accepted on 30 Mar,F10,International,3.72,,"My top choice. Accepted off the waitlist, with funding. I couldn't be happier!"
University Of Toronto,Master Of Architecture (M.Arch I),"March 30, 2010",Accepted on 29 Mar,F10,International,,,With fellowship; so excited!
University Of Toronto,Medieval Studies,"March 27, 2010",Rejected on 27 Mar,F10,American,3.80,GRE 750 | GRE V 640 | GRE AW 5.50,
University Of Toronto,Architecture (M. Arch 1),"March 26, 2010",Accepted on 26 Mar,F10,International,,,with scholarship! yay!
University Of Toronto,Architecture,"March 26, 2010",Accepted on 26 Mar,F10,International,,,with fellowship
"University Of Toronto, OISE",Counseling Psychology,"March 26, 2010",Wait listed on 22 Mar,F10,International,,,"waitlisted for the MA in Counselling Psyc at OISE. I know it's extremely competitive....any ideas how many people, if any, get in off the waitlist? Thanks!"
University Of Toronto,"Architecture, M.Arch Option 3 (3-year)","March 25, 2010",Accepted on 25 Mar,S10,International,,,in with fellowship and faculty scholarship
University Of Toronto,Philosophy,"March 25, 2010",Rejected on 25 Mar,F10,,,,Anyone know how many MA students were picked this year at U of T's admission? I know 320 applied.
University Of Toronto,Industrial Relations And Human Resources (IRHR),"March 24, 2010",Rejected on 24 Mar,F10,International,,,
University Of Toronto,Philosophy,"March 24, 2010",Rejected on 24 Mar,F10,American,,,"University of Edinburgh MSc graduate in Ancient Philosophy, v. high GPA and two good publications to date. Toronto fucked up big time by cc'ing all those rejected, rather than sending the e-mail via BCC. Would not have hurt them to take $.50 of the $110CDN application fee to send a letter via snail mail instead. Very disappointing error. Wonder how much attention they were actually paying to my application, beside the big fat cheque I sent them."
University Of Toronto ISchool,Information Studies,"March 24, 2010",Accepted on 16 Mar,F10,International,,,
University Of Toronto,Art History,"March 24, 2010",Rejected on 24 Mar,F10,International,,,Very short form letter from Grad Studies
University Of Toronto,Philosophy,"March 23, 2010",Rejected on 23 Mar,F10,International,,,"Rejected via very long, impersonal email. Is it the philosopher in me that wants to know why?"
University Of Toronto ISchool,MMS,"March 23, 2010",Accepted on 23 Mar,S10,International,,,
University Of Toronto,Economics,"March 23, 2010",Accepted on 23 Mar,F10,International,,,To the post below: did you get accepted to the doctoral or the regular program?
University Of Toronto,Economics,"March 23, 2010",Accepted on 22 Mar,F10,International,,,
University Of Toronto,Statistics,"March 23, 2010",Rejected on 23 Mar,F10,International,,,Cannot Believe This!! Are they recruiting any international students?
University Of Toronto,Statistics,"March 23, 2010",Rejected on 23 Mar,F10,International,3.75,GRE 800 | GRE V 500 | GRE AW 5.50,surprised - but i dont care - got many good offers
"University Of Toronto, OISE",Higher Education,"March 22, 2010",Accepted on 22 Mar,F10,International,,,"Accepted via email. Has anyone heard back from Masters of Teaching program, have they conducted interviews already?"
University Of Toronto,Theatre Arts,"March 21, 2010",Rejected on 21 Mar,F10,American,,,
University Of Toronto,Physics,"March 21, 2010",Accepted on 10 Feb,F10,International,,,Notified via personal communication with the department secretary.
University Of Toronto,Master In Public Policy (MPP),"March 20, 2010",Accepted on 20 Mar,F10,International,,,"oops, that was me below, and I meant admitted for the Fall 2010 season, not Spring."
University Of Toronto,Master In Public Policy (MPP),"March 20, 2010",Accepted on 20 Mar,S10,International,,,
University Of Toronto,Urban Planning,"March 19, 2010",Accepted on 9 Mar,S10,,,,
University Of Toronto,Classics (Greek And Latin)) Linguistics,"March 19, 2010",Rejected on 19 Mar,F10,American,,,
University Of Toronto,City and Regional Planning,"March 18, 2010",Accepted on 11 Mar,F10,International,,,
University Of Toronto,Classics,"March 17, 2010",Rejected on 17 Mar,F10,American,,,
University Of Toronto,Political Science,"March 17, 2010",Accepted on 15 Mar,F10,International,,,"Called on Monday to ask my status, stating I had to let another school know my decision by the following Monday. E-mail in my inbox that afternoon."
University Of Toronto,History (Medieval),"March 16, 2010",Accepted on 16 Mar,F10,International,3.80,,American with British undergraduate degree in Medieval History. No funding offered.
University Of Toronto,Medieval Studies,"March 16, 2010",Accepted on 15 Mar,F10,International,3.80,,American with British undergraduate degree in Medieval History. No funding offered.
University Of Toronto,Medieval Studies,"March 16, 2010",Accepted on 15 Mar,F10,American,,,
University Of Toronto,Linguistics,"March 16, 2010",Wait listed on 15 Mar,F10,International,,,"Okay, so it means more waiting...but I'm happy for now!"
University Of Toronto,Criminology,"March 16, 2010",Accepted on 16 Mar,F10,International,,,Email from full-time faculty member with similar research interests. Thrilled! Waiting for official package for more details.
University Of Toronto,Planning,"March 16, 2010",Rejected on 16 Mar,F10,International,,,
University Of Toronto,Medieval Studies,"March 16, 2010",Accepted on 15 Mar,F10,International,,,Dual citizen.
University Of Toronto,Comparative Literature,"March 15, 2010",Accepted on 15 Mar,F10,American,3.96,GRE 780 | GRE V 770 | GRE AW 4.50,With funding.
University Of Toronto,Political Theory,"March 15, 2010",Accepted on 15 Mar,F10,American,3.66,,"Accepted. However, no funding for MA students this year. So, I'll just have to go a PhD program instead. Shucks. :)"
University Of Toronto,Statistics,"March 13, 2010",Rejected on 13 Mar,F10,International,,,
University Of Toronto,Anthropology (cultural),"March 12, 2010",Wait listed on 12 Mar,F10,,,,
University Of Toronto,English In The Field Of Creative Writing,"March 11, 2010",Accepted on 11 Mar,S10,International,,,"I'm utterly aghast and relieved, as this was the only school I applied to!! ahhh! small scholarship and TA position offered."
University Of Toronto,Philosophy,"March 05, 2010",Accepted on 5 Mar,F10,International,,,
University Of Toronto,Philosophy,"March 05, 2010",Accepted on 5 Mar,F10,,,,"Somewhat personalized email. No info for other applicants (how many accepted, if there is a wait-list, if all the acceptances are out, etc)."
University Of Toronto,Philosophy,"March 05, 2010",Accepted on 5 Mar,F10,International,,,
University Of Toronto,Master In Mathematics,"March 03, 2010",Rejected on 3 Mar,F10,International,4.00,,
University Of Toronto,Computer Science,"February 16, 2010",Rejected on 13 Feb,F10,International,3.40,GRE 800 | GRE V 650 | GRE AW 4.50,got rejected right before chinese new year. SAD.
University Of Toronto,Public Policy,"April 27, 2009",Other on 27 Apr,,International,,,"I can not believe there is another person like me out there waiting for these guys. It seems that UTs whole Public Policy department went on a group vacation together. My friend I am waiting and have been waiting for months now and UT is just not paying any attention. Do not e-mail them because they will not pay any attention to you, they were even slow in replying to e-mails before the applications closed never mind now. All I can tell you is that the first round of offers went out and now we are waiting for the subsequent rounds."
University Of Toronto,Speech - Language Pathology,"April 26, 2009",Accepted on 24 Apr,,International,,,Accepted off the wait list- SOOO HAPPY! I will be turning down my current spot at Hofstra University. Hope this will help someone out!
"York University, Toronto, Canada",Master Of Social Work,"April 24, 2009",Rejected on 24 Apr,,International,,,
"York University, Toronto, Canada",Masters Of Social Work (MSW),"April 24, 2009",Other on 24 Apr,,International,,,"To the person who asked if there anyone else waiting to hear from York University...well... I am, my status also says no decision yet, Did you apply for a two year program or one? You mentioned UofT do you mind telling when did you hear from them and what is your deadline to accept the offer? I was put on a waiting list for Uoft - Two year program."
"York University, Toronto",MSW Masters Of Social Work,"April 22, 2009",Other on 22 Apr,,International,,,"Thank You for your response, I did not realize that ""MyFile"" will actually tell you if you got accepted. Mine still says no decision yet. I also called the director two weeks ago and they said the same as they told you. Too bad they don't follow what they say. Good Luck to You too."
University Of Toronto,Public Health (MPH) Health & Social Behavior,"April 17, 2009",Rejected on 14 Apr,,,,,"In the rejection letter, it states that they only accept approximately one out of six applicants... too bad I didn't know before applying!"
University Of Toronto,Philosophy,"April 16, 2009",Accepted on 15 Apr,,International,,,Accepted off the waiting list! Boo ya!
University Of Toronto,3+ M. Arch I (architecture),"April 16, 2009",Rejected on 16 Apr,,International,,,
University Of Toronto,Women And Gender Studies,"April 13, 2009",Rejected on 25 Mar,,International,,,
University Of Toronto,Public Health Community Health And Epidemiology,"April 11, 2009",Accepted on 11 Apr,,International,,,"Email saying the admissions process is taking longer than expected, formal letter of admission to follow."
University Of Toronto,Clinical Psychology,"April 09, 2009",Rejected on 9 Apr,,American,,,
University Of Toronto,Architecture - MArch 2yr,"April 08, 2009",Accepted on 20 Mar,,International,,,Advanced Standing with $$
University Of Toronto,Computer Science,"April 07, 2009",Rejected on 7 Apr,,International,,,
University Of Toronto,Computer Science,"April 07, 2009",Rejected on 7 Apr,,International,,,Letter dated 25th March
University Of Toronto,Sociology,"April 07, 2009",Accepted on 7 Apr,,International,,,"they said they forgot to admit me the first time round, or something like that. very strange. I wasn't expecting it, and now I have to make a decision, and I don't know how .... !"
University Of Toronto,Computer Science,"April 06, 2009",Rejected on 6 Apr,,International,,,Letter dated 25th March..
University Of Toronto,Center For Medieval Studies,"April 06, 2009",Accepted on 6 Apr,,,,,"I've known for a while, but needed to get some extra forms for approval, actual acceptance came today."
University Of Toronto,Geography,"April 04, 2009",Accepted on 4 Apr,,International,,,"$15,000 & TA, but no ""fellowship"" whatever that means"
University Of Toronto,Economics,"April 03, 2009",Accepted on 2 Apr,,International,,,Awesome!
University Of Toronto,Political Science,"April 03, 2009",Rejected on 3 Apr,,International,,,Very surprised... Second and last rejection letter of only two schools. I guess I'm not going to grad school.
University Of Toronto,Social Work,"April 02, 2009",Rejected on 2 Apr,,International,,,
University Of Toronto,History,"April 02, 2009",Rejected on 2 Apr,,American,,,Bit of a surprise...gladly going elsewhere but still a blow to the ego.
University Of Toronto,Social Work,"April 02, 2009",Accepted on 2 Apr,,International,,,Got a letter with $4000 scholarship.
University Of Toronto,Social Work,"April 02, 2009",Wait listed on 2 Apr,,International,,,
University Of Toronto,Political Science,"April 01, 2009",Rejected on 1 Apr,,International,,,"I called them, said not accepted. Wouldn't give anymore details than that. I have my B.A.(Hons) in political science avg 3.5. sigh"
University Of Toronto,Speech-Language Pathology,"April 01, 2009",Wait listed on 1 Apr,,International,,,I emailed them to find out my application status and was told that I am on the wait list... for the 3rd year in a row! No one is going to give up their spot- the program is way too hard to get into. At least I got into a school in NY!
University Of Toronto,Comparative Literature,"April 01, 2009",Rejected on 30 Mar,,American,,,"Stretch school, no surprise. 4th rejection, no acceptances yet. Waiting on one more response."
University Of Toronto,Political Science,"April 01, 2009",Accepted on 1 Apr,,American,,,The program is collaborative MA between political science and Asia-pacific studies. I have to get 2 admissions from both of them and already got them.
University Of Toronto,Social Work,"April 01, 2009",Accepted on 1 Apr,,International,,,"It's funny to put international, I'm Canadian. I actually live down the street from UofT :)"
University Of Toronto,Cinema Studies / Film Studies MA,"March 31, 2009",Rejected on 31 Mar,,American,,,
University Of Toronto,Political Science,"March 31, 2009",Accepted on 1 Apr,,International,,,"Called to ask about my status, was notified of acceptance"
University Of Toronto,Architecture M.Arch 3.5ch I Path B,"March 30, 2009",Wait listed on 30 Mar,,International,,,
University Of Toronto,Architecture (M. Arch 1),"March 30, 2009",Accepted on 30 Mar,,International,,,nice but no financial aid :(
University Of Toronto,Advanced Computing,"March 30, 2009",Rejected on 30 Mar,,American,,,"4th rejection out of 5 applications. Still waiting on last. Looking very, very grim. (Although this one was expected)"
University Of Toronto,3 M. Arch I (architecture),"March 30, 2009",Accepted on 30 Mar,,American,,,
University Of Toronto,City Planning,"March 30, 2009",Rejected on 30 Mar,,International,,,"Damn, I thought I had some chance at getting in."
University Of Toronto,Criminology,"March 30, 2009",Wait listed on 30 Mar,,International,,,
University Of Toronto,History,"March 30, 2009",Accepted on 30 Mar,,International,,,
University Of Toronto,Near & Middle Eastern Civilizations,"March 27, 2009",Accepted on 27 Mar,,International,,,
University Of Toronto,Philosophy,"March 24, 2009",Wait listed on 24 Mar,,International,,,"Email stated that I'm at the top of the waiting list. Translation: the next few weeks are going to be hell. Someone, please reject your offer! Good luck to everyone and congrats to those who have been accepted!"
University Of Toronto,Philosophy,"March 23, 2009",Rejected on 23 Mar,,International,,,Inquired by phone. Agreed to send admission decision by email. Received rejection. Oh well. NYU it is!
University Of Toronto,History,"March 23, 2009",Accepted on 23 Mar,,International,,,No funding.
University Of Toronto,Political Science,"March 23, 2009",Accepted on 24 Mar,,American,,,
University Of Toronto,Materials Science And Engineering,"March 23, 2009",Rejected on 23 Mar,,International,,,"sent some standard letter with lots of grammatical mistakes, after taking in so much cash for application"
University Of Toronto,English,"March 18, 2009",Rejected on 18 Mar,,American,,,
University Of Toronto,Medieval Studies,"March 16, 2009",Accepted on 16 Mar,,International,,,So excited! My #1 choice!
University Of Toronto,Physics,"March 16, 2009",Rejected on 17 Mar,,International,,,I expected as much...sucks for me :(
University Of Toronto,Medieval Studies,"March 16, 2009",Accepted on 16 Mar,,American,,,No funding.
University Of Toronto,English,"March 09, 2009",Accepted on 9 Mar,,International,,,
OISE At University Of Toronto,Social Equity Studies In Education,"March 06, 2009",Accepted on 5 Mar,,International,,,
University of Toronto,Physics,"March 04, 2009",Accepted on 4 Mar,,American,,,Mass email inviting all the accepted people to the grad weekend.
University Of Toronto,City and Regional Planning,"February 27, 2009",Accepted on 27 Feb,,American,,,Accepted with approx 10K scholarship. A surprise!
Universirty Of Toronto,Computer Science,"February 23, 2009",Other on 19 Jan,,International,,,Invited to grad visit day
University Of Toronto,Mathematics,"February 20, 2009",Accepted on 21 Feb,,International,,,
University Of Toronto,Ecology And Evolutionary Biology,"February 17, 2009",Accepted on 12 Feb,,International,,,"Short email, need to respond by Mar 31"
University Of Toronto,Computer Science,"January 19, 2009",Interview on 19 Jan,,International,,,Canadian here. Got a grad visit day invitation for Feb 27. No admission decision made yet.
University Of Toronto,Physics,"May 19, 2008",Accepted on 12 May,,International,,,Finally get in somewhere....Wooh
"University Of Toronto, Rotman",Financial Economics,"May 14, 2008",Rejected on 10 May,,International,,,
University Of Toronto,Computer Science,"May 13, 2008",Rejected on 13 May,,International,,,"After all, they bothered to say something!"
University Of Toronto,Computer Science,"May 13, 2008",Rejected on 13 May,,American,,,It was a standard rejection letter.
University Of Toronto,Computer Science,"April 30, 2008",Rejected on 20 Apr,,International,,,
University Of Toronto,Public Health Community Health And Epidemiology,"April 28, 2008",Rejected on 28 Apr,,International,,,"""I hope that you will be able to realize your academic and career goals through other means."" *sigh* :("
University Of Toronto,Public Health Community Health And Epidemiology,"April 25, 2008",Rejected on 26 Apr,,International,,,
University Of Toronto,Architecture (M. Arch 1),"April 07, 2008",Accepted on 8 Apr,,International,,,
University Of Toronto,Political Science,"April 06, 2008",Accepted on 3 Apr,,International,,,Informal mass email - details to follow in letter
University Of Toronto,Molecular Genetics,"April 05, 2008",Accepted on 4 Apr,,International,,,Received a generic email from the SGS telling me to expect a letter of offer by mail soon. (I'm Canadian with a Canadian degree).
University Of Toronto,Architecture (M.Arch I),"April 04, 2008",Accepted on 4 Apr,,American,,,"E-mailed me to ask what I thought of the offer, which I haven't yet received."
Universirty Of Toronto,Aerospace Engineering,"April 04, 2008",Other on 4 Apr,,International,,,any body heard the admission result?
University Of Toronto,"English, MA","March 28, 2008",Accepted on 11 Mar,,International,,,"3 weeks after email offer of admission and still ""Under Review"" -- still no package. Anyone else in this boat?"
University Of Toronto,Electrical & Computer Engineering,"March 28, 2008",Accepted on 19 Feb,,International,,,
University Of Toronto,Cinema Studies,"March 27, 2008",Rejected on 27 Mar,,American,,,"Expected, but still stings."
University Of Toronto,Economics,"March 27, 2008",Accepted on 25 Mar,,International,,,"PhD stream MA. Applied and was initially accepted to regular stream, but switched."
University Of Toronto,Women And Gender Studies,"March 26, 2008",Accepted on 25 Mar,,International,,,"I received the postal notification yesterday. However, I got an email msg suggesting that I've been accepted on 15 March 2008. They will provide me 13,500$ for an academic year and the tuition and fees."
University Of Toronto,Women And Gender Studies,"March 26, 2008",Accepted on 25 Mar,,International,,,"I received the postal notification yesterday (it was issued on 14 March 2008). However, I got an email msg suggesting that I've been accepted on 15 March 2008. They will provide me 13,500$ for an academic year and the tuition and fees."
University Of Toronto,Women And Gender Studies,"March 26, 2008",Accepted on 25 Mar,,International,,,"I received the postal notification yesterday (it was issued on 14 March 2008). However, I got an email msg suggesting that I have been accepted on 15 March 2008. They will provide me 13,500$ for an academic year and the tuition and fees."
University Of Toronto,Philosophy,"March 26, 2008",Rejected on 26 Mar,,American,,,"Well, this certainly makes my decision easier."
University Of Toronto,Information Science,"March 26, 2008",Accepted on 26 Mar,,International,,,received an email today; the official package will be mailed out in the next week.
University Of Toronto,History,"March 19, 2008",Accepted on 19 Mar,,American,,,I emailed the grad director to check on my status and I have been admitted.
University Of Toronto,Philosophy,"March 19, 2008",Accepted on 19 Mar,,,,,Phewf.
University Of Toronto,English Literature,"March 13, 2008",Rejected on 13 Mar,,,,,Canadian. Status on website still says under review.
University Of Toronto,Financial Economics,"March 12, 2008",Accepted on 13 Mar,,International,,,Accepted and will be attending. CDN student - undergrad economics.
University Of Toronto,Electrical & Computer Engineering,"March 06, 2008",Accepted on 6 Mar,,International,,,M.A.Sc offer. Full funding
University Of Toronto,Electrical & Computer Engineering,"March 04, 2008",Interview on 4 Mar,,International,,,
University Of Toronto,MA Political Science,"March 04, 2008",Accepted on 3 Mar,,International,,,"To the person asking whether my status changed on the online app. Yes, it changed to ""Decision made."""
University Of Toronto,Financial Economics,"March 04, 2008",Accepted on 5 Mar,,American,,,
University Of Toronto,East Asian Studies,"February 26, 2008",Accepted on 21 Dec,,International,,,
University Of Toronto,Mathematical Finance,"February 22, 2008",Wait listed on 22 Feb,,International,,,
University Of Toronto,Mathematical Finance,"February 22, 2008",Rejected on 22 Feb,,International,,,
University Of Toronto,Philosophy,"April 11, 2007",Accepted on 12 Apr,,International,,,Yay!
University Of Toronto,Computer Science,"April 10, 2007",Accepted on 10 Apr,,International,,,Accepted with financial aid for full two years.
University Of Toronto,Political Science,"April 04, 2007",Rejected on 4 Apr,,International,,,I'm glad i got other offers!!
University Of Toronto,Political Science,"April 04, 2007",Rejected on 4 Apr,,International,,,U of T sucks!
University Of Toronto,Anthropology,"March 10, 2007",Accepted on 7 Mar,,International,,,Woot!
University Of Toronto,Computer Engineering,"February 22, 2007",Accepted on 14 Feb,,International,,,"3.89 GPA, 2 research internships"
University of Toronto,Economics,"November 30, 2001",Accepted on 30 Nov,,International,,,Doctoral Stream w/funding
University of Toronto,Political Science,"November 30, 2001",Rejected on 30 Nov,,International,,,"Saw it coming..,"
University of Toronto,Religion,"November 30, 2001",Accepted on 30 Nov,,American,,,YES!
University of Toronto,Political Science,"November 30, 2001",Accepted on 30 Nov,,International,,,
University of Toronto,Political Science,"November 30, 2001",Wait listed on 30 Nov,,International,,,
University of Toronto,MSc Sustainability Management,"November 30, 2001",Interview on 30 Nov,F15,American,3.36,,'
University of Toronto,Sustainability Management,"November 30, 2001",Interview on 30 Nov,F15,International,3.70,,
University of Toronto,Computer Science,"November 30, 2001",Interview on 30 Nov,F15,International,3.70,GRE 154 | GRE V 170 | GRE AW 3.00,Skype interview. Some informal questions. The decision letter should come out in a week or two. Super excited!
University of Toronto,School & Clinical Child Psychology,"November 30, 2001",Interview on 30 Nov,F15,International,4.00,,Received email from POI requesting interview on skype for 2/13. Canadian Applicant.
University of Toronto,Electrical And Computer Engineering,"November 30, 2001",Accepted on 30 Nov,F15,,,,First round of admission rolled in on the 17th.
University of Toronto,English In The Field Of Creative Writing,"November 30, 2001",Accepted on 30 Nov,F15,International,3.41,,
University of Toronto,Health Informatics,"November 30, 2001",Other on 30 Nov,F15,International,,,Did anyone get acceptances yet?
University of Toronto,Health Informatics,"November 30, 2001",Other on 30 Nov,F15,International,,,"To the above poster, did you get an interview at least? Lets exchange emails or something. My status is still: Under Review"
University of Toronto,Comparative Literature,"November 30, 2001",Wait listed on 30 Nov,F15,International,3.55,GRE 163 | GRE V 163 | GRE AW 4.00,Response with DGS.
University of Toronto,School & Clinical Child Psychology,"November 30, 2001",Rejected on 30 Nov,F15,International,3.80,,I am the Leonardo DiCaprio of grad schools. Year after year never getting recognized by white old dudes for my good work.
University of Toronto,Anthropology,"November 30, 2001",Rejected on 30 Nov,F15,American,,,Can't really say that I'm devastated.
University of Toronto,Economics,"November 30, 2001",Accepted on 30 Nov,F15,International,,GRE 170,Doctoral. Very high funding for a masters.
University of Toronto,Economics,"November 30, 2001",Accepted on 30 Nov,F15,International,,,I'm a Canadian honours student from a school on the east coast. Got 16k funding. Going to Concordia instead.
University of Toronto,Financial Economics,"November 30, 2001",Accepted on 30 Nov,F15,International,3.00,,I have a relatively poor GPA so I am surprised they accepted me. I am also surprised they gave me a 3k scholarship...
University of Toronto,Economics,"November 30, 2001",Accepted on 30 Nov,F15,International,,,Regular Stream. Only TAship and have to pay tuition.
University of Toronto,Financial Economics,"November 30, 2001",Rejected on 30 Nov,F15,International,,,"first choice, so sad now. international student studied in canaidan university"
