School,Program,Date_Added,Decision_Detail,Season,Status,GPA,GRE,Comment
University Of Pennsylvania (Fels),Master In Public Administration MPA,"March 13, 2012",Accepted on 13 Mar,F12,American,4.00,GRE 740 | GRE V 610 | GRE AW 4.50,Financial Aid Info arriving March 15th or 16th
Penn (University Of Pennsylvania),Environmental Studies,"March 09, 2012",Accepted on 7 Mar,F12,American,,,Awaiting funding letter.
University Of Pennsylvania (UPenn),Computer Scicence,"March 09, 2012",Rejected on 9 Mar,F12,International,,,
University Of Pennsylvania (UPenn),Materials Science & Engineering (MSE),"March 09, 2012",Accepted on 5 Mar,F12,International,,,
University Of Pennsylvania ( GSE ),Higher Education,"March 06, 2012",Accepted on 5 Mar,F12,American,,,
Penn (University Of Pennsylvania),City And Regional PlanningPlanning,"March 06, 2012",Accepted on 24 Feb,F12,American,3.79,GRE 700 | GRE V 520 | GRE AW 5.00,
UPenn (University Of Pennsylvania),(ECE) Electrical And Computer Engineering,"March 06, 2012",Accepted on 5 Mar,F12,International,4.00,GRE 159 | GRE V 144 | GRE AW 3.00,
Penn (University Of Pennsylvania),Medical Physics,"March 05, 2012",Wait listed on 20 Feb,F12,,,,"If you have been accepted to Penn and do not plan on attending, PLEASE notify the department that you wish to decline."
University Of Pennsylvania (UPenn),Historic Preservation,"March 05, 2012",Accepted on 5 Mar,F12,American,,,Unofficial email.
Penn (University Of Pennsylvania),(ECE) Electrical And Computer Engineering,"March 01, 2012",Accepted on 29 Feb,F12,American,3.28,GRE 790 | GRE V 590 | GRE AW 3.50,Got a good internship. couple of good research projects.
University of Pennsylvania,South Asia Studies,"February 29, 2012",Accepted on 29 Feb,F12,American,3.54,GRE 770 | GRE V 670 | GRE AW 4.50,
"University Of Pennsylvania (UPenn), School Of Social Policy And Practice",2 Year Social Work (MSW),"February 29, 2012",Rejected on 29 Feb,F12,American,3.50,,interviewed on Friday afternoon and letter came in the mail today. It's like they mailed it as I left the building.
University of Pennsylvania,Computer Science,"February 29, 2012",Accepted on 19 Feb,F12,International,3.60,GRE 800 | GRE V 710 | GRE AW 3.50,
University Of Pennsylvania (UPenn),Materials Science And Engineering (MSE),"February 29, 2012",Accepted on 29 Feb,F12,International,3.00,GRE 800 | GRE V 630 | GRE AW 2.50,
University Of Pennsylvania (UPenn),International Educational Development,"February 27, 2012",Accepted on 24 Feb,F12,American,,,
University of Pennsylvania,East Asian Languages And Civilizations (EALC),"February 26, 2012",Accepted on 26 Feb,F12,International,,,"informal email, no funding."
University Of Pennsylvania (PennDesign),City Planning,"February 25, 2012",Accepted on 24 Feb,F12,International,,,
University of Pennsylvania,City Planning,"February 25, 2012",Accepted on 25 Feb,F12,International,3.43,GRE 800 | GRE V 680 | GRE AW 3.50,Early notification
University of Pennsylvania,Economics,"February 25, 2012",Rejected on 25 Feb,F12,International,,,Not supring.
University Of Pennsylvania (PennDesign),City and Regional Planning,"February 25, 2012",Accepted on 24 Feb,F12,International,3.65,GRE 800 | GRE V 710,Early notification~ Sooooo excited~
University Of Pennsylvania (UPenn),City / Urban Planning,"February 25, 2012",Accepted on 25 Feb,F12,International,3.52,GRE 161 | GRE V 162 | GRE AW 4.50,e-mail from Landis! First acceptance!
University of Pennsylvania,CGGT,"February 21, 2012",Rejected on 8 Feb,F12,International,3.11,,
"University Of Pennsylvania (UPenn), School Of Social Policy And Practice",2 Year Social Work (MSW),"February 19, 2012",Rejected on 13 Feb,F12,American,,,
University Of Pennsylvania ( GSE ),Interdisciplinary Studies In Human Development,"February 17, 2012",Accepted on 17 Feb,F12,American,,,Got an email from the department. Really excited to hear the good news!
University of Pennsylvania,Biostatistic,"February 17, 2012",Accepted on 17 Feb,F12,International,3.90,GRE 150 | GRE V 167 | GRE AW 3.50,
University Of Pennsylvania ( GSE ),International Education Development,"February 15, 2012",Accepted on 9 Feb,F12,American,,,Email instructed me to check status on website.
University Of Pennsylvania (UPenn),(ECE) Electrical And Computer Engineering,"February 13, 2012",Accepted on 13 Feb,F12,International,3.70,GRE 800 | GRE V 720 | GRE AW 3.50,"if i reply in 30 days, it is ""priority decision."" i wonder what that means.."
University Of Pennsylvania GSE,Teacher Education,"February 13, 2012",Accepted on 9 Feb,F12,American,3.35,,
University Of Pennsylvania - Computer & Information Science,Computer Science,"February 12, 2012",Accepted on 24 Jan,F12,American,,,
University Of Pennsylvania (PennDesign),City / Urban Planning,"February 11, 2012",Accepted on 11 Feb,F12,American,,,Email from Landis!
University Of Pennsylvania (PennDesign),Master Of City And Regional Planning,"February 11, 2012",Accepted on 11 Feb,F12,American,3.10,GRE 750 | GRE V 510 | GRE AW 5.00,
University Of Pennsylvania GSE,Higher Education,"February 10, 2012",Accepted on 10 Feb,F12,American,,,
University Of Pennsylvania GSE,Education,"February 10, 2012",Accepted on 3 Feb,F12,International,3.68,,
University of Pennsylvania,"CGGT, Computer Graphics/Game Design","February 09, 2012",Accepted on 9 Feb,F12,International,3.80,GRE 800 | GRE V 660 | GRE AW 3.00,T 98
"University Of Pennsylvania (UPenn), School Of Social Policy And Practice",Social Work (MSW) 2-Year Program,"February 08, 2012",Accepted on 23 Jan,F12,American,3.62,,"Emailed admissions office to ask a question and received a personal reply congratulating me on my acceptance and directing me to ApplyYourself for the official letter. $20,000 merit scholarship too!"
University Of Pennsylvania (UPenn),Mechanical Engineering (robotics),"February 08, 2012",Accepted on 23 Dec,F12,American,3.10,,
University Of Pennsylvania (UPenn),Telecommunication And Networking,"February 08, 2012",Accepted on 23 Jan,F12,International,3.61,GRE 800 | GRE V 680 | GRE AW 3.00,
University of Pennsylvania,Systems Engineering,"February 08, 2012",Rejected on 8 Feb,F12,International,,,
University Of Pennsylvania (UPenn),Computer Science,"February 07, 2012",Accepted on 7 Feb,F12,International,3.66,GRE 710 | GRE V 790 | GRE AW 3.50,First AD... relief...
University Of Pennsylvania GSE,Secondary Education,"February 06, 2012",Accepted on 18 Jan,F12,American,3.68,GRE 690 | GRE V 670 | GRE AW 5.50,"Received e-mail from faculty-admissions committee. $13,500 merit grant"
University Of Pennsylvania (UPenn),EE (Electrical) TCOM,"February 04, 2012",Rejected on 23 Jan,F12,International,,GRE 159 | GRE V 156 | GRE AW 4.00,
University of Pennsylvania,ECE (Electrical Engineering),"February 03, 2012",Accepted on 1 Feb,F12,American,3.99,GRE 800 | GRE V 640 | GRE AW 5.00,
University of Pennsylvania,Social Work,"January 31, 2012",Accepted on 5 Dec,F12,American,3.69,,Accepted 3 weeks after interview
University of Pennsylvania,ECE (Electrical Engineering),"January 28, 2012",Accepted on 3 Jan,F12,American,3.65,GRE 164 | GRE V 160 | GRE AW 4.50,
University Of Pennsylvania GSE,Counseling And Mental Health Services,"January 11, 2012",Rejected on 11 Jan,F12,American,3.82,GRE 148 | GRE V 164 | GRE AW 4.50,Not really surprised. Applied as an afterthought and didn't give the app 110%. Still kinda disappointed though :(
University of Pennsylvania,TESOL,"January 10, 2012",Accepted on 6 Dec,F12,,,,13500 USD scholarship
University Of Pennsylvania - Computer & Information Science,Computer and Information Science,"December 19, 2011",Rejected on 12 Dec,F12,International,,GRE 800 | GRE V 690 | GRE AW 5.00,"Average SOP, Reco, academics;No Reseach Work;So expected it..."
University Of Pennsylvania GSE,Clinical Mental Health Counseling,"November 29, 2011",Interview on 29 Nov,F12,International,3.78,GRE 580 | GRE V 600 | GRE AW 4.00,Phone/skype interview scheduled for Dec.13th.
University Of Pennsylvania (UPenn),Materials Science & Engineering (MSE),"April 13, 2011",Accepted on 13 Apr,F11,International,3.30,GRE 750 | GRE V 520 | GRE AW 3.50,
University Of Pennsylvania (UPenn),Materials Science & Engineering (MSE),"April 13, 2011",Accepted on 13 Apr,F11,International,,,Accepted after my E-mail talking about April.15th good luck to everyone
University Of Pennsylvania GSE,TESOL,"April 12, 2011",Accepted on 11 Apr,S11,International,,,"I am admitted for Spring 2012 but I was forced to select only either fall 2011 or spring 2011. =.="""
University Of Pennsylvania (UPenn),Systems Engineering,"March 29, 2011",Accepted on 29 Mar,F11,International,,,Email to check website! rnSo excited!!!
University Of Pennsylvania (PennDesign),Landscape Architecture,"March 24, 2011",Accepted on 14 Mar,F11,American,3.50,GRE 670 | GRE V 660 | GRE AW 4.00,"If anyone is planning to decline University of Texas Austin (Landscape Architecture) offer, please do so as soon as possible. Those on wait list will greatly appreciate it!"
University Of Pennsylvania (UPenn),Master In Environmental Building Design,"March 18, 2011",Accepted on 14 Mar,F11,International,3.73,GRE 750 | GRE V 590 | GRE AW 4.00,Penn Scholarship of $7k for the year...pitiful amount!
University Of Pennsylvania (UPenn),Master Of Public Administration (MPA),"March 16, 2011",Accepted on 16 Mar,F11,International,,,+$16k
University Of Pennsylvania (UPenn),Fels Institute Of Government,"March 16, 2011",Accepted on 15 Mar,F11,International,,,"16,000 fellowship per year. A very nice letter, personalized and warm."
University Of Pennsylvania (UPenn),Fels Institute Of Government,"March 14, 2011",Accepted on 14 Mar,F11,,3.61,GRE 730 | GRE V 680 | GRE AW 5.50,"Phone call of congratulations! Very heart-warming and sincere; also mentioned that applicant numbers increased 25% percent this year, so admission was more selective than previous years."
University Of Pennsylvania (PennDesign),Master Of City Planning,"March 14, 2011",Rejected on 14 Mar,F11,American,3.13,GRE 740 | GRE V 610 | GRE AW 5.50,
University Of Pennsylvania - Computer & Information Science,Computer & Information Science,"March 14, 2011",Accepted on 14 Mar,F11,International,3.95,GRE 800 | GRE V 640 | GRE AW 4.00,Waited 7 weeks for the decision
University Of Pennsylvania (UPenn),Architecture (3 Years),"March 14, 2011",Wait listed on 14 Mar,F11,International,,,I thought i would be admitted..quite surprised to the result. though i've already got a better choice.
University Of Pennsylvania (PennDesign),Architecture (3 Yr) M.Arch,"March 14, 2011",Rejected on 14 Mar,F11,American,,,
University Of Pennsylvania (PennDesign),Master Of Environmental Building Design,"March 14, 2011",Accepted on 14 Mar,F11,International,,,
University Of Pennsylvania (PennDesign),City and Regional Planning,"March 14, 2011",Wait listed on 14 Mar,F11,American,3.58,GRE 800 | GRE V 680 | GRE AW 4.50,
University Of Pennsylvania (PennDesign),Master Of Architecture (M.Arch I),"March 14, 2011",Accepted on 14 Mar,F11,International,,,
University Of Pennsylvania (PennDesign),Architecture (3 Yr) M.Arch,"March 14, 2011",Accepted on 14 Mar,F11,International,,,Michigan 2G with $15000? or Upenn 3 Year without financial aid
University Of Pennsylvania (PennDesign),"Architecture (3 Yr), Historic Preservation","March 14, 2011",Accepted on 14 Mar,F11,American,2.80,GRE 730 | GRE V 550 | GRE AW 4.50,"Accepted to dual degree (M.Arch, MSHP). Summer program and pre-reqs required"
University Of Pennsylvania (PennDesign),Architecture (2 Yr) M.Arch,"March 14, 2011",Accepted on 14 Mar,F11,International,,,
University Of Pennsylvania (PennDesign),Architecture (M. Arch 1),"March 14, 2011",Rejected on 14 Mar,F11,American,3.59,GRE 550 | GRE V 500 | GRE AW 5.00,"Disappointed, but not completely heartbroken. Congratulations to all those that got acceptances!"
University Of Pennsylvania (PennDesign),Master In Environmental Building Design,"March 14, 2011",Accepted on 14 Mar,F11,International,,,$23k funding~
University Of Pennsylvania (PennDesign),Master Of Architecture (M.Arch I),"March 14, 2011",Rejected on 14 Mar,F11,International,,,All Ivy League universities rejected me...(((
University Of Pennsylvania (PennDesign),Master Of City Planning,"March 14, 2011",Rejected on 14 Mar,F11,International,3.06,GRE 560 | GRE V 460 | GRE AW 3.50,
University Of Pennsylvania (PennDesign),Architecture (3 Yr) M.Arch,"March 14, 2011",Accepted on 14 Mar,F11,American,3.29,GRE 600 | GRE V 770 | GRE AW 5.50,
University Of Pennsylvania (UPenn),Master Of City Planning,"March 14, 2011",Accepted on 14 Mar,F11,International,3.70,,I sent financial aid long ago but said they didnt receive it in my admissions letter. Not answering calls right now. Did anyone else get financial aid info?
University Of Pennsylvania (PennDesign),Architecture (3 Yr) M.Arch,"March 14, 2011",Wait listed on 14 Mar,F11,American,,,"ahhh waitlisted, crossing my fingers :] They said to call back within a week to find out where you are on the waitlist~ congats to those that got accepted :] (but if you're not going, let them know so that waitlisters have a chance :] haha)"
University Of Pennsylvania (PennDesign),Architecture (3 Years),"March 14, 2011",Accepted on 14 Mar,F11,International,,,w/ 14K !!!!
University Of Pennsylvania (PennDesign),Architecture (M. Arch 1) 1 Year Post. Prof.,"March 14, 2011",Accepted on 14 Mar,F11,International,,,Thanks God....!!
University Of Pennsylvania (PennDesign),"Landscape Architecture (MLA, 3 Year Program)","March 14, 2011",Accepted on 14 Mar,F11,American,,,
University Of Pennsylvania (PennDesign),Historic Preservation,"March 14, 2011",Accepted on 14 Mar,F11,American,2.98,GRE 540 | GRE V 650 | GRE AW 5.00,Did not expect this! Small scholarship.
University of Pennsylvania,"Architecture/Landscape, Master 4 Year","March 14, 2011",Accepted on 14 Mar,F11,American,3.50,GRE 730 | GRE V 740 | GRE AW 5.50,
University Of Pennsylvania (UPenn),Architecture,"March 14, 2011",Wait listed on 14 Mar,F11,American,,,Almost there...
University Of Pennsylvania (UPenn),English Literature,"March 11, 2011",Accepted on 11 Mar,F11,American,,,"1 year, no funding, high chance of not going as this feels like one of those cash-cow programs."
University of Pennsylvania,English,"March 11, 2011",Accepted on 11 Mar,F11,American,,,Woohoo!
University Of Pennsylvania GSE,Counseling And Mental Health Services,"March 11, 2011",Accepted on 4 Mar,F11,International,,,It still hasn't hit me yet :)
University Of Pennsylvania (UPenn),"Statistics, Measurement, And Research Technology","March 11, 2011",Accepted on 11 Mar,F11,International,3.30,GRE 800 | GRE V 680 | GRE AW 3.00,
University Of Pennsylvania - Computer & Information Science,Embedded Systems,"March 11, 2011",Accepted on 11 Mar,F11,International,,GRE 800 | GRE V 620 | GRE AW 3.00,:)
University Of Pennsylvania GSE,International Educational Development,"March 10, 2011",Accepted on 10 Mar,F11,American,3.30,GRE 770 | GRE V 720 | GRE AW 4.00,"Have been checking website daily for about a month! Ah! Finally! Also emailed admissions twice and received no response. But, of course, now I don't care! Oh, also received 6,500 scholarship and 3,500 assistantship."
University Of Pennsylvania (UPenn),East Asian Languages And Civilizations (EALC),"March 08, 2011",Rejected on 8 Mar,F11,International,,,"E-mail the dept, and got the bad news"
University Of Pennsylvania (PennDesign),Landscape Architecture,"March 08, 2011",Accepted on 8 Mar,F11,International,,,
University Of Pennsylvania GSE,"Education, Culture, Society","March 07, 2011",Accepted on 7 Mar,F11,American,,,"Offered $13,500 scholarship. Super excited."
University Of Pennsylvania (UPenn),Nanotechnology,"March 05, 2011",Accepted on 26 Jan,F11,International,,,
University Of Pennsylvania (PennDesign),City and Regional Planning,"March 05, 2011",Accepted on 28 Feb,F11,American,,,
University of Pennsylvania,Telecommunications,"March 04, 2011",Accepted on 20 Feb,F11,International,,,
University Of Pennsylvania (PennDesign),Historic Preservation,"March 04, 2011",Accepted on 4 Mar,F11,American,,,Mr. Mason emailed me! Formal letter of acceptance to come!
University Of Pennsylvania (UPenn),Classical Archaeology (AAMW),"March 04, 2011",Rejected on 3 Mar,F11,American,,,"Meh, I already got full funding at another great program! : ) E-mail directing to website. Used my name and were pretty nice about it too."
"University Of Pennsylvania (UPenn), School Of Social Policy And Practice",2 Year Social Work,"March 02, 2011",Accepted on 2 Mar,F11,American,,,First acceptance! Interviewed 2/21.
University Of Pennsylvania(Upenn),Electrical Engineering,"March 01, 2011",Accepted on 28 Feb,F11,International,,,
University Of Pennsylvania (UPenn),Computer Science,"March 01, 2011",Accepted on 1 Mar,F11,International,,,
University Of Pennsylvania (UPenn),Anthropology (cultural),"March 01, 2011",Rejected on 1 Mar,F11,American,,,"To the other poster, I also applied to the masters program and was rejected from the PhD. I think they must have sent out a blanket rejection and failed to separate masters candidates out."
University Of Pennsylvania (PennDesign),City and Regional Planning,"February 26, 2011",Accepted on 26 Feb,F11,American,,,""" A more formal notification will be available to you after 12 noon on March 14."""
University Of Pennsylvania (UPenn),City and Regional Planning,"February 26, 2011",Accepted on 26 Feb,F11,American,3.03,GRE 590 | GRE V 740 | GRE AW 5.50,
University Of Pennsylvania GSE,Education Policy,"February 26, 2011",Accepted on 26 Feb,F11,American,,,App went in for review on 1/22/11. Emailed 1/25/11 with prompt to find admissions results on website. :)
University Of Pennsylvania (PennDesign),City and Regional Planning,"February 26, 2011",Accepted on 26 Feb,F11,American,,,Email from Landis - financial aid notification by March 14
University of Pennsylvania,Criminology,"February 22, 2011",Accepted on 10 Feb,F11,American,3.82,GRE 580 | GRE V 530 | GRE AW 5.00,
University Of Pennsylvania (UPenn),Criminology,"February 14, 2011",Accepted on 10 Feb,F11,International,,,
University Of Pennsylvania (PennDesign),City Planning,"February 13, 2011",Accepted on 12 Feb,F11,,,,Email from Landis today! Wicked excited. My top choice!
University Of Pennsylvania (PennDesign),City and Regional Planning,"February 13, 2011",Accepted on 13 Feb,F11,International,,,formal notification with financial aid coming in mid-to-late march
University Of Pennsylvania (UPenn),Mechanical Engineering and Applied Mechanics,"February 12, 2011",Accepted on 3 Feb,F11,International,8.68,GRE 800 | GRE V 700 | GRE AW 5.50,
University Of Pennsylvania (UPenn),Mechanical Engineering and Applied Mechanics,"February 12, 2011",Accepted on 3 Feb,F11,International,8.68,GRE 800 | GRE V 700 | GRE AW 5.50,
University of Pennsylvania,CGGT,"February 09, 2011",Accepted on 8 Feb,F11,International,,,my 1st AD
University Of Pennsylvania (UPenn),Electrical Engineering,"February 07, 2011",Accepted on 5 Jan,F11,International,3.80,GRE 800 | GRE V 570 | GRE AW 4.00,"Toefl iBT: 111/120 one SPIE conference paper, but not the first author"
University of Pennsylvania,Computer Science (Robotics),"February 04, 2011",Accepted on 22 Jan,F11,International,3.68,,
University Of Pennsylvania (UPenn),Robotics,"January 31, 2011",Accepted on 31 Jan,F11,American,,,
University Of Pennsylvania (UPenn),Computer Science,"January 31, 2011",Accepted on 26 Jan,F11,American,,,
University of Pennsylvania,Mechanical Engineering,"January 26, 2011",Accepted on 22 Jan,F11,International,3.00,GRE 760 | GRE V 510 | GRE AW 3.00,
University of Pennsylvania,TESOL,"January 24, 2011",Accepted on 21 Dec,F11,International,3.82,GRE 800 | GRE V 590 | GRE AW 3.50,"$10000 assistanship, not enough...the tuition is so high, so I'm not considering it."
University of Pennsylvania,"Computer Science (CS), MS","January 16, 2011",Accepted on 10 Jan,F11,International,,,
University Of Pennsylvania (UPenn),Computer Science,"January 14, 2011",Accepted on 6 Jan,F11,American,,,"masters, no funding"
University Of Pennsylvania (UPenn),Bioengineering,"January 12, 2011",Rejected on 11 Jan,F11,American,3.30,GRE 730 | GRE V 600 | GRE AW 4.00,"No email, just checked website and saw link for decision available."
University Of Pennsylvania (UPenn),Biotechnology,"January 11, 2011",Accepted on 17 Dec,F11,International,,,
University of Pennsylvania,TESOL,"January 05, 2011",Accepted on 5 Jan,F11,International,,,
University of Pennsylvania,Computer,"December 28, 2010",Accepted on 23 Dec,F11,International,,,
University Of Pennsylvania (UPenn),MCIT,"November 01, 2010",Rejected on 1 Nov,S11,International,,,
"University Of Pennsylvania (UPenn), School Of Social Policy And Practice",MS In Nonprofit Management,"May 17, 2010",Accepted on 1 May,F10,American,,,
University Of Pennsylvania (UPenn),Mechanical Eng,"May 11, 2010",Accepted on 6 May,F10,International,,,
University Of Pennsylvania (PennDesign),Master Of Architecture (M.Arch I),"May 01, 2010",Accepted on 1 Apr,F10,International,,GRE 780 | GRE V 720 | GRE AW 4.50,":).. so bye bye UofT, Columbia and Cornell. Good luck with those waitlisters that I'm giving up my spots at those three schools!"
University Of Pennsylvania (UPenn),"CGGT, Computer Graphics/Game Design","April 15, 2010",Rejected on 15 Apr,F10,American,,,Damn.
University Of Pennsylvania(Upenn),Computer Science(MSE),"April 11, 2010",Accepted on 8 Apr,F10,International,,,"I have Upenn, Gatech, USC. Upenn for sure. Happy!"
University Of Pennsylvania (UPenn),Mechanical Engineering,"April 07, 2010",Accepted on 6 Apr,F10,American,,,
University Of Pennsylvania (UPenn),Materials Science And Engineering (MSE),"April 03, 2010",Accepted on 2 Feb,F10,American,,,accepted without all recommendations submitted
University Of Pennsylvania (UPENN),Computer Science (CS),"April 02, 2010",Accepted on 2 Apr,F10,International,,,
University Of Pennsylvania (UPenn),"CGGT, Computer Graphics/Game Design","March 31, 2010",Other on 31 Mar,F10,American,,,"Midway into 7th week, emailed for status and got this response. ""Your application is being evaluated. You will be sent the decision as soon as possible."" UGH!"
University Of Pennsylvania (PennDesign),Master Of Science In Architecture,"March 30, 2010",Rejected on 29 Mar,F10,American,,,
University Of Pennsylvania (UPenn),History,"March 27, 2010",Accepted on 18 Mar,S10,American,,,
University of Pennsylvania,Art History,"March 26, 2010",Rejected on 17 Mar,F10,,,,email to check website
University Of Pennsylvania (PennDesign),Architecture March II,"March 26, 2010",Accepted on 22 Mar,F10,American,,,
University Of Pennsylvania (UPenn),Materials Science And Engineering,"March 26, 2010",Accepted on 26 Mar,F10,International,,,"To the person below: I checked the GradConnect website yesterday and the ""Decision Available"" tab was checked. they sent out the admission email later on yesterday. good luck!"
University Of Pennsylvania (UPenn),Materials Science And Engineering,"March 25, 2010",Accepted on 25 Mar,F10,International,,,
University Of Pennsylvania GSE,Higher Education,"March 25, 2010",Accepted on 24 Mar,F10,American,,,"Thought for sure that the thin envelope on my counter was a deny, but the first word of the letter was ""congratulations!"" I am so excited! No phone call like some others have written, just a letter in the mail... But I'm certainly not complaining!"
University Of Pennsylvania (UPenn),"CGGT, Computer Graphics/Game Design","March 24, 2010",Other on 24 Mar,F10,American,,,Still under review. 4-6 weeks ends tomorrow. Anyone else still waiting to hear? I'm so anxious.
University Of Pennsylvania (PennDesign),Architecture (2 Years),"March 23, 2010",Rejected on 22 Mar,F10,American,,,0 for 2 on the Ivy's. They just don't like me.
University Of Pennsylvania (UPenn),Master Of Architecture (M.Arch I),"March 23, 2010",Accepted on 23 Mar,F10,American,,,giving up my spot. waitlisters be merry!
University Of Pennsylvania (UPenn),Architecture (M. Arch II) Post Prof,"March 23, 2010",Wait listed on 23 Mar,F10,American,,,
University Of Pennsylvania (UPenn),Architecture March II,"March 23, 2010",Accepted on 22 Mar,F10,American,,,No $ offer in letter
University Of Pennsylvania (PennDesign),MArch/MLA,"March 23, 2010",Accepted on 22 Mar,F10,American,,,"asking me to take physics, calc, and history of western arch this summer..."
University Of Pennsylvania (PennDesign),Historic Preservation,"March 23, 2010",Accepted on 23 Mar,F10,American,,,Was accepted into the MArch program as well for the dual masters.
University Of Pennsylvania (PennDesign),Architecture,"March 23, 2010",Accepted on 23 Mar,F10,American,,,Was accepted into both the Architecture and Historic Preservation programs.
University Of Pennsylvania (PennDesign),"Landscape Architecture+Historic Preservation, Dual Degree","March 23, 2010",Accepted on 23 Mar,F10,International,,,"This year, all the info were send on the application website on Mar. 22nd. Hope that helps~"
University Of Pennsylvania (UPenn),Landscape Architecture,"March 23, 2010",Accepted on 22 Mar,F10,American,,,!!
University Of Pennsylvania (UPenn),Counseling And Psychological Services,"March 23, 2010",Accepted on 18 Mar,F10,American,,,Offered assistantship and scholarship. #1 choice
University Of Pennsylvania (UPenn),Architecture(MArchII),"March 22, 2010",Rejected on 22 Mar,F10,International,,,Not gonna go anyway
University Of Pennsylvania (UPenn),Architecture,"March 22, 2010",Accepted on 22 Mar,F10,American,,,Got a call after I had checked the website.. anyone else?
University of Pennsylvania,Architecture (M.Arch.II),"March 22, 2010",Accepted on 22 Mar,F10,American,3.90,GRE 750 | GRE V 780 | GRE AW 4.50,
University Of Pennsylvania (UPenn),City and Regional Planning,"March 22, 2010",Rejected on 22 Mar,F10,American,,,"Of course, I didn't really want to go there... overrated. heh :-)"
University Of Pennsylvania (UPenn),Architecture (3 Years),"March 22, 2010",Accepted on 22 Mar,F10,,,,Also got a phone call a couple hours later. Same info as in written letter...no mention of scholarships yet.
University of Pennsylvania,Architecture (M. Arch II) Post Prof,"March 22, 2010",Accepted on 22 Mar,F10,American,,,wooooo!
University Of Pennsylvania (UPenn),Landscape Architecture,"March 22, 2010",Accepted on 22 Mar,F10,,,,
University Of Pennsylvania (UPenn),Architecture (3-year),"March 22, 2010",Accepted on 22 Mar,F10,American,,,still need to take Arch history.
University Of Pennsylvania (UPenn),Architecture (M.Arch.II),"March 22, 2010",Accepted on 22 Mar,F10,American,3.50,,Someone can have my spot if I don't get offered some serious $$!
University Of Pennsylvania (UPenn),Architecture (M. Arch),"March 22, 2010",Wait listed on 22 Mar,F10,American,,,"any idea on how many people are on this waitlist?? melany monroe, did you get a full ride at upenn?"
University Of Pennsylvania (UPenn),Architecture (M. Arch 1),"March 22, 2010",Rejected on 22 Mar,F10,American,,,
University of Pennsylvania,"Landscape Architecture (MLA, 3 Year Program)","March 22, 2010",Wait listed on 22 Mar,F10,American,,,The painful wait begins... just hope the ones I'm admitted to will give me some time.
University Of Pennsylvania (UPenn),Architecture (M. Arch 1),"March 22, 2010",Accepted on 22 Mar,F10,American,,,accepted to dual degree program in architecture/planning. financial aid info to follow via snail mail
University Of Pennsylvania (UPenn),Master Of Architecture (M.Arch I),"March 22, 2010",Rejected on 22 Mar,F10,International,,,My 4th ivy rejection...I screwed up
University Of Pennsylvania (UPenn),Architecture (2 Years),"March 22, 2010",Accepted on 22 Mar,F10,American,,,
University Of Pennsylvania (UPenn),Architecture M.Arch,"March 22, 2010",Accepted on 22 Mar,F10,International,,,yay!
University Of Pennsylvania (UPenn),Landscape Architecture,"March 22, 2010",Accepted on 22 Mar,F10,American,,,
University Of Pennsylvania (UPenn),Master Of Environmental Building Design,"March 22, 2010",Accepted on 22 Mar,F10,International,,,
University of Pennsylvania,Architecture,"March 22, 2010",Accepted on 22 Mar,F10,International,,,
University Of Pennsylvania (UPenn),Architecture (M. Arch II) Post Prof,"March 22, 2010",Accepted on 22 Mar,F10,American,3.40,,
University Of Pennsylvania (UPenn),Master Of Architecture (M.Arch I),"March 22, 2010",Accepted on 22 Mar,F10,American,,,any scholarship info mentioned in your acceptance email??
University Of Pennsylvania (UPenn),M.Arch 1,"March 22, 2010",Rejected on 22 Mar,F10,,,,"I was accepted to MSHP, but rejected from the M.Arch program. Go figure that I would get rejected from my safety school."
University Of Pennsylvania (UPenn),Urban Planning,"March 22, 2010",Rejected on 22 Mar,F10,American,,,
University Of Pennsylvania (UPenn),Architecture (M. Arch) Advanced Standing,"March 22, 2010",Wait listed on 22 Mar,F10,American,,,
University Of Pennsylvania (UPenn),Architecture (M. Arch 1) & MSUP,"March 22, 2010",Rejected on 22 Mar,F10,American,,,
University of Pennsylvania,Architecture,"March 22, 2010",Wait listed on 22 Mar,F10,American,,,
University Of Pennsylvania (UPenn),"Landscape Architecture (MLA, 3 Year Program)","March 22, 2010",Accepted on 22 Mar,F10,International,,,YAY... so excited..
University Of Pennsylvania (UPenn),Architecture,"March 22, 2010",Accepted on 22 Mar,F10,American,,,Leaning towards the GSAPP unless there's a persuasive scholarship...
University Of Pennsylvania (UPenn),Architecture (M. Arch II) Post Prof,"March 22, 2010",Accepted on 22 Mar,F10,American,3.25,GRE 740 | GRE V 600 | GRE AW 4.50,
University Of Pennsylvania (UPenn),Architecture March II,"March 22, 2010",Accepted on 22 Mar,F10,American,,,
University Of Pennsylvania (UPenn),Architecture,"March 22, 2010",Rejected on 22 Mar,F10,American,,,Not upset at all....
University Of Pennsylvania (UPenn),M Arch 1,"March 22, 2010",Rejected on 22 Mar,F10,American,,,
University Of Pennsylvania (UPenn),MArch I AP,"March 22, 2010",Accepted on 22 Mar,F10,International,,,T.T
University of Pennsylvania,Architecture (3+ Years),"March 22, 2010",Rejected on 22 Mar,F10,American,,,wah. i thought at least i'd get waitlisted. still accepted to some stellar schools.
University Of Pennsylvania (UPenn),Architecture (3+ Years),"March 22, 2010",Accepted on 22 Mar,F10,American,,,
